energy_mev,dedx_mev_per_g_cm2
1.067628129097132e+03,3.779065163828697e+01
1.092496382866907e+03,3.860843561977444e+01
1.117943892679777e+03,3.944514803121739e+01
1.143984151142282e+03,4.030122977189744e+01
1.170630965144144e+03,4.117713201097266e+01
1.197898463178858e+03,4.207331642669345e+01
1.225801102834810e+03,4.299025545119026e+01
1.254353678460880e+03,4.392843252096338e+01
1.283571329010604e+03,4.488834233320736e+01
1.313469546069045e+03,4.587049110810572e+01
1.344064182066636e+03,4.687539685723584e+01
1.375371458684352e+03,4.790358965822524e+01
1.407407975454655e+03,4.895561193580584e+01
1.440190718562792e+03,5.003201874941464e+01
1.473737069853088e+03,5.113337808749353e+01
1.508064816045036e+03,5.226027116864421e+01
1.543192158164049e+03,5.341329274979802e+01
1.579137721191884e+03,5.459305144156377e+01
1.615920563941854e+03,5.580017003092121e+01
1.653560189164062e+03,5.703528581143085e+01
1.692076553886022e+03,5.829905092113535e+01
1.731490079994133e+03,5.959213268833182e+01
1.771821665061638e+03,6.091521398539793e+01
1.813092693428791e+03,6.226899359086004e+01
1.855325047541118e+03,6.365418655989455e+01
1.898541119551783e+03,6.507152460345986e+01
1.942763823194196e+03,6.652175647625896e+01
1.988016605931186e+03,6.800564837373915e+01
2.034323461387151e+03,6.952398433833898e+01
2.081708942069798e+03,7.107756667519783e+01
2.130198172388205e+03,7.266721637754884e+01
2.179816861974119e+03,7.429377356202021e+01
2.230591319313539e+03,7.595809791407623e+01
2.282548465695826e+03,7.766106914383381e+01
2.335715849487724e+03,7.940358745249645e+01
2.390121660739876e+03,8.118657400965280e+01
2.445794746133552e+03,8.301097144169292e+01
2.502764624275548e+03,8.487774433160131e+01
2.561061501349342e+03,8.678787973039158e+01
2.620716287130807e+03,8.874238768045376e+01
2.681760611376991e+03,9.074230175109238e+01
2.744226840596624e+03,9.278867958653841e+01
2.808148095211278e+03,9.488260346672624e+01
2.873558267116247e+03,9.702518088113293e+01
2.940492037650482e+03,9.921754511598365e+01
3.008984895985092e+03,1.014608558551350e+02
3.079073157940177e+03,1.037562997949549e+02
3.150793985239954e+03,1.061050912735245e+02
3.224185405216393e+03,1.085084729144963e+02
3.299286330971817e+03,1.109677162859501e+02
3.376136582011139e+03,1.134841225745945e+02
3.454776905354694e+03,1.160590232756737e+02
3.535248997142847e+03,1.186937808989439e+02
3.617595524743838e+03,1.213897896910940e+02
3.701860149376585e+03,1.241484763749935e+02
3.788087549260443e+03,1.269713009061601e+02
3.876323443304186e+03,1.298597572468469e+02
3.966614615346774e+03,1.328153741581617e+02
4.059008938962771e+03,1.358397160106359e+02
4.153555402845541e+03,1.389343836136743e+02
4.250304136781704e+03,1.421010150643259e+02
4.349306438230617e+03,1.453412866158245e+02
4.450614799522954e+03,1.486569135663599e+02
4.554282935692850e+03,1.520496511685522e+02
4.660365812958311e+03,1.555212955601100e+02
4.768919677865038e+03,1.590736847161660e+02
4.880002087109082e+03,1.627086994237959e+02
4.993671938054175e+03,1.664282642792368e+02
5.109989499959886e+03,1.702343487083332e+02
